date,title,text,url
7/1/2022,Indeci: fechas y cantidad de simulacros nacionales para este 2022,"Tras el fuerte sismo de magnitud 5,6 que se registró esta mañana en Lima, el encargado de la Dirección de Preparación del Instituto Nacional de Defensa Civil (Indeci), Miguel Yamasaki, anunció la cantidad de simulacros nacionales que se llevarán a cabo este 2022. “Este año 2022 habrá al igual que antes de la pandemia, tres simulacros de sismo. Recordemos que en el 2020 estuvieron suspendidos los simulacros por temas sanitarios y el 2021 solo hicimos ejercicios de simulacros familiares”, declaró Yamasaki a Canal N. Agregó que estos simulacros se efectuarían el 31 de mayo, 15 de agosto y 7 de noviembre; además, se realizarán tres ejercicios de simulación con las autoridades a nivel nacional para el 5 de abril, 13 de julio y 8 de noviembre. Yamasaki explicó que la ejecución de estos simulacros se aprueba a través de una resolución suprema y, su institución, ya mandó un documento a la Presidencia del Concejo de Ministros (PCM) para que sean aprobados.  El sismo de magnitud 5.6 fue con epicentro ubicado en el distrito de Lurigancho Chosica a 19 kilómetros al noreste de Lima, ubicado en la provincia y departamento del mismo nombre, y con una profundidad de 116 kilómetros El evento alcanzó una intensidad de V-VI. Al respecto, el Instituto Nacional de Defensa Civil (Indeci), a través del Centro de Operaciones de Emergencia Nacional (COEN), coordinó con las oficinas de Gestión del Riesgo de Desastres de las municipalidades provinciales de Cañete, Yauyos, Huarochirí, Canta, Huaral, Huaura, Barranca, Oyón y Cajatambo, cuyas autoridades informaron que el movimiento telúrico fue percibido fuerte.  El INDECI recomienda que, en caso de sismo, se mantenga la calma y evite el pánico. Asimismo, es necesario elaborar un plan de evacuación familiar y verificar las vías de salida; del mismo modo se debe ubicar las zonas de seguridad internas y externas y tener su mochila de emergencia a la mano. El Perú se encuentra ubicado en la zona denominada Cinturón de Fuego del Pacífico, donde se registra aproximadamente el 85% de la actividad sísmica mundial.    ",/peru/temblor-en-lima-indeci-revelo-las-fechas-y-cantidad-de-simulacros-nacionales-para-este-2022-nndc-noticia/
7/1/2022,Lectura de sentencia por querella contra Christopher Acosta será pública este lunes 10 de enero,"La audiencia de lectura de sentencia por la querella presentada por el excandidato presidencial César Acuña contra Christopher Acosta por la publicación del libro “Plata como cancha” será pública este lunes 10 de enero. Así lo anunció la Corte Superior de Lima en su cuenta institucional en Twitter, donde detalló que la audiencia, a cargo del 30° Juzgado Penal Liquidador, será transmitida por el canal Justicia TV desde las 9:30 am. El exgobernador regional de La Libertad presentó una querella contra Christopher Acosta y Jerónimo Pimentel, autor de “Plata como Cancha” y director general del editorial que publicó el libro, respectivamente, por el presunto delito de difamación.  Tras la publicación del libro, el también excandidato presidencial exige el pago de una reparación civil de S/ 100 millones. En noviembre del 2021, Acuña solicitó a la Corte Superior de Lima el embargo de los bienes de ambos. El pedido de embargo contra Christopher Acosta mereció el rechazo del Consejo de la Prensa Peruana. En tanto, mediante un comunicado, el Instituto Prensa y Sociedad (IPYS) enfatizó que dicho recurso es una forma de usar al Poder Judicial para amedrentar al periodista. En esa línea, exhortó al juez a cargo del caso, Raúl Rodolfo Jesús Vega, a que “evalúe con serenidad” el pedido pues “representa un grave atentado contra la libertad de expresión en el país”. El autor de “Plata como Cancha” remarcó que, en las audiencias, su defensa legal ha demostrado que cada una de las frases del libro, que el líder de APP cuestiona, están documentadas, ya sea por “archivo fiscal y judicial”. Añadió que muchas de las declaraciones del entorno de César Acuña, como la de su ex esposas, son citadas de notas en medios de comunicación que realizaron previo a la existencia del libro.",/peru/politica/cesar-acuna-plata-como-cancha-lectura-de-sentencia-por-querella-contra-christopher-acosta-sera-publica-este-lunes-10-de-enero-nndc-noticia/
7/1/2022,El mundo supera los 300 millones de casos de COVID-19 y lucha contra ómicron,"La cifra oficial de casos de COVID-19, sin duda subestimada, superó el viernes la barrera de los 300 millones, en momentos en que todos los países luchan contra la propagación de la variante ómicron e incrementan las campañas de vacunación Según cálculo de la AFP con base en balances oficiales, al menos 300′042,439 casos de infección han sido diagnosticados desde que la oficina de la OMS en China registró la aparición de la enfermedad a fines de diciembre de 2019. El mundo, donde los casos se incrementan desde mediados de diciembre, dos semanas después del descubrimiento de la variante ómicron en Botsuana y en Sudáfrica, vive en la actualidad una cuarta ola con un récord de contaminaciones registradas. El aumento de las contaminaciones por ahora no va acompañado de un alza global de muertes. En Estados Unidos, el Tribunal Supremo escuchó este viernes las impugnaciones al intento del presidente Joe Biden de obligar a vacunarse contra el COVID-19 a las plantillas de todas las empresas con al menos 100 empleados. “Esta es una pandemia en la que ha muerto casi un millón de personas”, afirmó la jueza Elena Kagan. “Es, con mucho, el mayor peligro para la salud pública que ha enfrentado este país en el último siglo. Y esta es la política más orientada a detener todo esto”, agregó Scott Keller, exfiscal general de Texas, que representa a las asociaciones empresariales, dijo que la norma llevaría a muchos trabajadores a renunciar. “Provocaría el desplazamiento permanente de trabajadores, lo que afectaría a nuestra economía nacional”, dijo Keller. Tras meses de llamamientos públicos a las personas indecisas o reacias a recibir sus vacunas, Biden aumentó la presión en septiembre. “Hemos sido pacientes, pero nuestra paciencia se está agotando”, dijo.  La nueva variante también causa estragos en América Latina. El ministro de Salud boliviano confirmó la presencia de ómicron en el país, cuyos ciudadanos siguen acudiendo en masa a vacunarse, indispensable para acceder a oficinas públicas y privadas. “Tengo que cuidar la salud”, dijo a AFP en un centro de salud de El Alto, cerca de la Paz, la maestra Roxana Matías Pérez, que ya ha contraído la enfermedad en dos ocasiones. Perú retrasó el inicio de su liga de fútbol por los brotes registrados en distintos clubes y México canceló decenas de vuelos luego de que 87 pilotos dieran positivo al COVID-19. Y en Ecuador, donde la inmunización es obligatoria, la ministra de Salud, Ximena Garzón, evocó un aumento de casos “muy similar” a la de “los peores brotes de la pandemia”. Alemania barajó seguir los pasos de Ecuador y aprobar una obligatoriedad de vacunarse pero el plan pierde fuerza. Por contra, el canciller Olaf Scholz anunció las restricciones de acceso a restaurantes y cafés para frenar a ómicron. A más tardar el 15 de enero, los clientes de restaurantes, cafés y bares deberán ahora, además de un certificado de vacunación o cura, presentar un test negativo del día, salvo que hayan recibido una tercera dosis del inmunizante. Las tres inyecciones no impidieron que el jefe de gobierno de Austria, Karl Nehammer, diera positivo al COVID-19, aunque sin desarrollar síntomas, anunció la cancillería. Y en Francia se mantiene la polémica sobre las declaraciones de Emmanuel Macron en las que dijo que quería “fastidiar” a los no vacunados. En rueda de prensa, el presidente asumió “por completo” sus palabras, en las que usó la coloquial palabra “emmerder”, que también puede traducirse como “molestar” o “joder”.  En India, muy castigada en 2021 por la variante delta, los contagios superaron los 100,000 el viernes y las autoridades de varias mega urbes restablecieron restricciones. Aun así, centenares de miles de personas se congregarán a partir del sábado en la confluencia del Ganges y del golfo de Bengala, durante el festival de Gangasagar Mela, para bañarse con motivo de Makar Sankranti, día santo del calendario hindú. Un médico de Calcuta había pedido una orden judicial para prohibir el festival a causa del contexto sanitario, pero un tribunal rechazó su demanda. En Australia, el tenista serbio Novak Djokovic pasó el viernes, día de la Navidad ortodoxa, retenido en Melbourne. El numero uno mundial fue detenido después que le anularan su visa de entrada en la noche del miércoles al jueves, por no cumplir las estrictas condiciones de entrada al territorio australiano impuestas en el marco de la lucha contra la pandemia. No será expulsado antes del lunes, luego de una nueva audiencia con un juez de Melbourne. ",/mundo/el-mundo-supera-los-300-millones-de-casos-de-covid-19-y-lucha-contra-omicron-coronavirus-nndc-noticia/
7/1/2022,"Temblor de 5,6 en Lima “no ayuda en nada a liberar” energía sísmica acumulada, advierte el IGP","El presidente ejecutivo del Instituto Geofísico del Perú (IGP), Hernando Tavera, se pronunció sobre el fuerte sismo de magnitud 5,6 que se registró la madrugada de este viernes en Lima. Explicó la razón de por qué este movimiento telúrico “no ayudó en nada” a liberar energía sísmica acumulada en territorio peruano. Como se conoce, en el Perú se espera un gran movimiento telúrico frente a la costa central a raíz de cientos de años de silencio y acumulación de energía sísmica. Sin embargo, Hernando Tavera señaló que este último temblor de 5.6 “no ayuda en nada a liberar la energía que se acumula para dar origen” a lo referido. En declaraciones a RPP, explicó que el sismo de 5,6 se sintió con gran intensidad porque se originó “prácticamente debajo de la zona de Lima”; no obstante, sus efectos en la liberación de energía está muy por debajo a los que producen los terremotos como el de Pisco en 2007 (magnitud 7,9). “El evento sísmico de Pisco ha producido una ruptura paralela a la costa del orden de 270 kilómetros; este sismo que ha ocurrido el día de hoy ha producido una ruptura de centímetros, eso nos da una idea clara de que eventos sísmicos de estas magnitudes no ayudan en nada a liberar la energía”, sostuvo. Añadió que en 1993 se produjo un evento sísmico similar, aludiendo a que los eventos sísmicos “son cíclicos” y afectarán a las mismas zonas. Precisó que esta información es relevante por ser una alarma para la planificación en las zonas urbanas y evitar mayores desastres.  El sismo de magnitud 5.6 fue con epicentro ubicado en el distrito de Lurigancho Chosica a 19 kilómetros al noreste de Lima, ubicado en la provincia y departamento del mismo nombre, y con una profundidad de 116 kilómetros El evento alcanzó una intensidad de V-VI. Al respecto, el Instituto Nacional de Defensa Civil (Indeci), a través del Centro de Operaciones de Emergencia Nacional (COEN), coordinó con las oficinas de Gestión del Riesgo de Desastres de las municipalidades provinciales de Cañete, Yauyos, Huarochirí, Canta, Huaral, Huaura, Barranca, Oyón y Cajatambo, cuyas autoridades informaron que el movimiento telúrico fue percibido fuerte.",/peru/igp-temblor-de-56-en-lima-no-ayuda-en-nada-a-liberar-energia-sismica-acumulada-nndc-noticia/
7/1/2022,Juicio contra Ollanta Humala y Nadine Heredia por el Caso Odebrecht se iniciará el 21 de febrero,"El juicio oral contra el expresidente Ollanta Humala y su esposa, la exprimera dama Nadine Heredia, por el Caso Odebrecht se iniciará el próximo lunes 21 de febrero, informó el Poder Judicial. El Tercer Juzgado Penal Colegiado Nacional de la Corte Superior de Justicia Penal Especializada citó a audiencia para esa fecha a las 9:00 am. a través de la plataforma Google Hangout Meet y el sistema de videoconferencia. Asimismo, la continuación del juicio oral se llevará a cabo el 22 de febrero a las 9:00 horas. Las posteriores audiencias se llevarán a cabo en sesiones continuadas conforme a la agenda del juzgado colegiado.  También serán procesados por este caso el hermano de Nadine Heredia, Ilan; la madre de la exprimera dama, Antonia Alarcón; y su amiga Rocío Calderón Vinatea. Asimismo, Martín Belaunde Lossio; amigo de la expareja presidencial; el excongresista Santiago Gastañadui; Maribel Amelita Vera Arévalo Cubas; Eladio Mego Guevara; y Carlos Gabriel Arenas Gómez Sánchez.  La fiscalía solicitó 20 años de prisión para Humala Tasso y 26 años y medio para Heredia Alarcón por los presuntos aportes del Gobierno de Venezuela y Odebrecht para las campañas electorales del 2006 y 2011, respectivamente. El equipo especial acusó a Ollanta Humala y Nadine Heredia de la comisión del delito de lavado de activos, tras investigar el caso de los presuntos aportes de la constructora brasileña Odebrecht a la campaña presidencial del 2011. En este caso fue clave la declaración que ofreció Jorge Barata, exsuperintendente de Odebrecht en Perú, a los fiscales del equipo especial. El exejecutivo reveló la entrega de US$3 millones, provenientes de la División de Operaciones Estructuradas (Caja 2), a la campaña de Humala Tasso. En su testimonio, Barata no solo implicó a Ollanta Humala en la recepción del dinero donado. También aparece en escena su esposa Nadine Heredia, de acuerdo al colaborador eficaz. La decisión judicial es una consecuencia de las recientes medidas dictadas por el Consejo Ejecutivo del Poder Judicial para, entre otros aspectos, destrabar y dar mayor agilidad a la etapa de investigación preparatoria de los procesos judiciales.",/peru/politica/caso-odebrecht-juicio-contra-ollanta-humala-y-nadine-heredia-se-iniciara-el-lunes-21-de-febrero-nndc-noticia/
7/1/2022,Ministro del Interior anuncia su “respaldo total” a prefectos a nivel nacional,"El ministro del Interior, Avelino Guillén, anunció su “respaldo total” a los 21 prefectos regionales designados por el Gobierno, con quienes se reunió para impulsar una agenda que les permita potenciar la lucha contra la inseguridad ciudadana. En la mesa de trabajo realizada en el auditorio central del Ministerio del Interior (Mininter), el titular del sector les informó que se atenderán sus requerimientos y planteará mejorar la infraestructura y la logística de todas las prefecturas. “Tienen el respaldo total del sector Interior. Vamos a atender sus requerimientos para que realicen un óptimo trabajo. Plantearé ante el Consejo de Ministros la necesidad de mejorar la infraestructura y la logística de todas las prefecturas”, señaló. Guillén también los exhortó a trabajar de forma unida por la seguridad y el orden interno del país. “Su labor como autoridad y su relación con la Policía y las juntas vecinales es fundamental. Avancemos juntos por un objetivo único: servir a la población”, subrayó. Por su parte, el viceministro de Orden Interno, Oscar Gonzales, pidió a los prefectos a cumplir con responsabilidad el cargo de confianza que les otorga el Gobierno al representar al presidente de la República en cada rincón del país. En la reunión participaron los prefectos regionales de Amazonas, Áncash, Apurímac, Arequipa, Ayacucho, Cajamarca, Callao, Cusco, Huánuco, Ica, Junín, La Libertad, Loreto, Lambayeque, Lima, Lima Provincias, Madre de Dios, Moquegua, Piura, Puno y Tumbes. La cita se llevó a cabo un día después de la reunión que sostuvieron los prefectos regionales en Palacio de Gobierno con el presidente Pedro Castillo. En declaraciones a la prensa, rechazaron ser parte del Fenatep, grupo sindical que derivó del Conare-Sutep. Miriam Briones, prefecta de Lima, desestimó que los recientemente prefectos nombrados por Castillo Terrones y el ministro del Interior, Avelino Guillén, tengan vínculos con organizaciones subversivas como Sendero Luminoso o Movadef. “Hay muchos maestros acá (...) deslindamos de que somos (parte) de Movadef, Sendero Luminoso. Totalmente nosotros negamos y condenamos ese tipo de actitudes que van en contra del presidente”, subrayó.",/peru/politica/ministro-del-interior-avelino-guillen-anuncia-su-respaldo-total-a-prefectos-a-nivel-nacional-pedro-castillo-fenate-nndc-noticia/
7/1/2022,¿Cómo actúa la variante Ómicron y cómo podemos protegernos de ella? ,"La variante ómicron parece haber llegado al mundo para expandirse de manera muy rápida. Casi todo el planeta está alerta a la cantidad de contagiados de COVID-19, así como la letalidad de esta nueva cepa. Bajo dicha premisa, el Instituto Nacional de Salud dejó en claro que la ómicron es una “variante de preocupación” que nació en Sudáfrica y es la variante que predomina en la actualidad. Oscar Escalante Maldonado, biólogo investigador del INS señaló que es importante conocer cómo actúa la variante ómicron en el organismo humano. El especialista dejó en claro que esta variante tiene 34 mutaciones en la proteína “espiga”, la que tiene contacto con las células humanas. “Lo que le permite ser más transmisible y de escape inmunológico”, aseveró. Es por ello que es importante tener en cuenta las medidas de protección. Las dosis de refuerzo son tan importantes como el uso de la mascarilla, el lavado constante de manos y el aislamiento social. Del mismo modo, Escalante hizo un llamado a la población por no romper la burbuja social y evitar personas fuera de tu entorno.   Uno de los detalles que más llamó la atención es la alarma mundial por el aumento de casos de ómicron, lo que podría llevar a la creación de variantes más peligrosas. “Cuanto más se extienda ómicron, más se transmite y más se replica y más probabilidades tiene de generar una nueva variante”, señaló a la agencia AFP Catherine Smallwood, responsable de emergencias de la Organización Mundial de la Salud (OMS). ",/mundo/covid-19-como-actua-la-variante-omicron-y-como-podemos-protegernos-de-ella-video-nndc-noticia/
7/1/2022,Congreso: citan a sesión de la Junta de Portavoces para este lunes ,"La presidenta del Congreso de la República, María del Carmen Alva (Acción Popular), citó a sesión de la Junta de Portavoces para el próximo lunes 10 de enero. Según la citación enviada por el oficial mayor del Parlamento, Hugo Rovira Zagal, la reunión se iniciará a las 3:00 pm en la Sala Grau del Palacio Legislativo. Aquellos congresistas que no puedan acudir de manera presencial a la reunión, podrán hacerlo de manera virtual en la plataforma de sesiones del Parlamento.  La Junta de Portavoces está compuesta por la Mesa Directiva y por un portavoz por cada grupo parlamentario, quien tiene un voto proporcional al número de miembros que componen su bancada. Según el reglamento del Congreso, entre sus funciones figura la ampliación de la agenda de la sesión y la determinación de prioridades en el debate, todo ello con el voto aprobatorio de la mayoría del número legal de los miembros del Legislativo allí representados. También le corresponde la exoneración, con la aprobación de los tres quintos de los miembros del Congreso allí representados, de los trámites de envío a comisiones y prepublicación. En caso de proyectos remitidos por el Poder Ejecutivo con carácter de urgente, estas exoneraciones son aprobadas por la mayoría del número legal de los miembros del Congreso allí representados.",/peru/politica/congreso-citan-a-sesion-de-la-junta-de-portavoces-para-este-lunes-10-de-enero-nndc-noticia/
7/1/2022,Cerrón sobre Verónika Mendoza y Mirtha Vásquez: “Con aliadas como ellas ya no se necesitan enemigos”,"El exgobernador regional de Junín Vladimir Cerrón ironizó sobre las posturas de la lideresa de Nuevo Perú, Verónika Mendoza, y la primera ministra, Mirtha Vásquez, sobre las investigaciones al presidente Pedro Castillo y la permanencia del procurador general del Estado, Daniel Soria. A través de su cuenta oficial en Twitter, el también secretario general de Perú Libre cuestionó señalando que con ambas como aliadas “ya no se necesitan enemigos”. “Verónika Mendoza dice que debe investigarse al Presidente, Mirtha Vásquez dice que procurador Soria no se va. Independientemente que tengan razón, con aliadas como ellas ya no se necesitan enemigos”, escribió en la red social.  Como se recuerda, Verónika Mendoza consideró que “desde el punto de vista político y ético es conveniente que continúe la investigación” iniciada por la fiscal de la Nación, Zoraida Ávalos, al presidente Pedro Castillo. “Entiendo que hay un debate entre constitucionalistas y penalistas sobre si se puede investigar o no a un presidente. Puedo decir que desde el punto de vista político y ético corresponde y es conveniente que se continúe con la investigación, tal como fue el pedido del propio presidente de la República”, expresó. “Lo mejor en estos casos –desde el punto de vista político- es la transparencia total y eso es algo que el Gobierno tiene que mejorar, mayor transparencia y mayor comunicación para dar tranquilidad a la ciudadanía de que aquí no hay nada que ocultar”, añadió. En tanto, la presidenta del Consejo de Ministros, Mirtha Vásquez, rechazó que el Gobierno vaya a tomar alguna “medida represiva” contra alguna autoridad como el procurador general de la República, Daniel Soria, cuyo nombramiento fue cuestionado por el abogado de Castillo Terrones. También descartó que el Ejecutivo haya anunciado que se vaya a retirar del cargo al mencionado procurador, a pesar de las declaraciones del ministro de Justicia y Derechos Humanos, Aníbal Torres. “Hubo algunos comentarios respecto a la actuación del procurador que venían de la defensa del presidente de la República, pero el Ejecutivo no va a actuar de manera represiva contra ninguna autoridad. Lo importante es respetar la independencia”, respondió la primera ministra en una conferencia de prensa.",/peru/politica/vladimir-cerron-sobre-veronika-mendoza-y-mirtha-vasquez-con-aliadas-como-ellas-ya-no-se-necesitan-enemigos-pedro-castillo-daniel-soria-nndc-noticia/
7/1/2022,Incendio viene arrasando terreno cercano a Los Pantanos de Villa ,"Un incendio de considerable tamaño se viene registrado en un predio privado aledaño a Los Pantanos de Villa, en el distrito de Chorrillos. Más de quince unidades de los bomberos han llegado al lugar para controlar la emergencia, que aún no ha sido erradicada. Según los bomberos, el siniestro se originó cerca de las 5:30 de la tarde en un terreno baldío de la prolongación Defensores del Morro. Al parecer, una persona habría estado quemando basura en el lugar, siendo esto lo que presuntamente originó las llamas.  La columna de humo blanco que originó el siniestro pudo ser visualizada en distritos aledaños como Barranco, Surco y Villa El Salvador. Por su parte, el Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp) indicó que este incendio no ocurre al interior del refugio de vida silvestre (Pantanos de Villa).  “En relación a incendio en el distrito de Chorrillos, informamos que no se produce al interior del Refugio de Vida Silvestre Los Pantanos de Villa, sino en predio privado. Por distancia no hay posibilidad de que incendio ni humo afecten espacio natural ni ecosistema”, precisó la institución. Hasta el cierre de esta nota, los bomberos continúan aplacando las llamas que aún pueden ser visibles en el lugar. No se ha reportado personas heridas por el incendio y varias jurisdicciones municipales están enviando refuerzo para su completa erradicación.  ",/peru/chorrillos-reportan-fuerte-incendio-forestal-cerca-a-los-pantanos-de-villa-video-y-fotos-nndc-noticia/
